№ пп;Субъект РФ;Муниципальное образование;Поселение;Населенный пункт;Уникальный идентификатор ФИАС;Кол-во СКД ед.;Факт СКД ед.
1568;Республика Саха (Якутия);Жиганский Улус;Жиганский наслег;Жиганск Село;c4629590-239c-4f13-b0c3-0f9f73cd4de5;1;1
1569;Республика Саха (Якутия);Жиганский Улус;Линдинский наслег;Баханай Село;7182418a-bd62-4457-a61b-dfa725e85145;1;1
1570;Республика Саха (Якутия);Жиганский Улус;"Эвенкийское муниципальное образование ""Кыстатыам""";Кыстатыам Село;b50133d6-23da-42c7-b35f-45970ca58f9e;1;1
1571;Республика Саха (Якутия);Кобяйский Улус;Арыктахский наслег;Арыктах Село;031c644b-346d-40d2-a726-0ed673fc0586;2;2
1572;Республика Саха (Якутия);Кобяйский Улус;Арыктахский наслег;Люксюгюн Село;45969962-caca-47c7-b590-4cee69d6a58f;1;1
1573;Республика Саха (Якутия);Кобяйский Улус;Кировский наслег;Батамай Село;182df4fb-adc4-4366-bbdd-1eb64dbccd31;1;1
1574;Республика Саха (Якутия);Кобяйский Улус;Кировский наслег;Сегян-Кюель Село;4f6bc9e8-6e7d-4f24-b9d7-5bbe565608ab;1;1
1575;Республика Саха (Якутия);Кобяйский Улус;Кобяйский наслег;Кобяй Село;a4ab1e31-128c-4e54-b1a0-483ff740eaa6;1;1
1576;Республика Саха (Якутия);Кобяйский Улус;Куокуйский наслег;Аргас Село;727b2950-8586-4af3-a2d3-d9694bd1e3de;1;1
1577;Республика Саха (Якутия);Кобяйский Улус;Куокуйский наслег;Кальвица Село;b2453c0a-0361-4327-a6da-cab9181317a1;1;1
1578;Республика Саха (Якутия);Кобяйский Улус;Ламынхинский наслег;Себян-Кюель Село;1a4cfd6e-0c47-40a1-afc8-e7d6742e6977;1;1
1579;Республика Саха (Якутия);Кобяйский Улус;Люччегинский 1-й наслег;Арылах Село;459919bf-6eb0-49ee-93a4-29e930ffee0d;1;1
1580;Республика Саха (Якутия);Кобяйский Улус;Люччегинский 1-й наслег;Багадя Село;f14d2747-2b11-4cb7-a220-17632995307b;1;1
1581;Республика Саха (Якутия);Кобяйский Улус;Люччегинский 2-й наслег;Мастах 2-й Село;e84d3b8f-0b3c-4168-a642-4403cab3a143;1;0
1582;Республика Саха (Якутия);Кобяйский Улус;Люччегинский 2-й наслег;Мастах Село;8a143a4e-ce84-4898-b92b-7ec654fc6e78;2;3
1583;Республика Саха (Якутия);Кобяйский Улус;Мукучунский наслег;Сайылык Село;03d3f57d-b89d-4379-8a84-589f0bc1c525;1;1
1584;Республика Саха (Якутия);Кобяйский Улус;Нижилинский наслег;Чагда Село;25a552a0-3019-4094-8355-507b2f302a78;1;1
1585;Республика Саха (Якутия);Кобяйский Улус;поселок Сангар;Авиапорт Село;647926b4-2f93-4483-944f-aae76f765b33;1;1
1586;Республика Саха (Якутия);Кобяйский Улус;поселок Сангар;Сангар Поселок городского типа;12fb0120-4566-4536-9377-58a6cededdf6;2;2
1587;Республика Саха (Якутия);Кобяйский Улус;Ситтинский наслег;Ситте Село;a8d97367-e04a-40d3-8764-5c5413853edb;1;1
1588;Республика Саха (Якутия);Кобяйский Улус;Тыайинский наслег;Тыайа Село;587cb924-eb6c-4b9a-9104-ad6647ca8136;1;1
1589;Республика Саха (Якутия);Ленский Улус;;Иннялы Село;f593ff0b-e5d8-450b-881a-f101bba59036;1;1
1590;Республика Саха (Якутия);Ленский Улус;;Крестовский Лесоучасток Село;fe1d42a2-ff8b-4c7d-848a-d8e5f4dc7367;1;0
1591;Республика Саха (Якутия);Ленский Улус;;Толон Село;55d65b27-2d36-4c37-9ba1-3d62b11ca71f;1;1
1592;Республика Саха (Якутия);Ленский Улус;Беченчинский наслег;Беченча Село;11c510d0-64b6-4d3b-9bc0-dd6d7f673c54;1;1
1593;Республика Саха (Якутия);Ленский Улус;город Ленск;Ленск Город;fdb008ca-3f90-478f-988f-8ec51fc5cc26;3;3
1594;Республика Саха (Якутия);Ленский Улус;Мурбайский наслег;Дорожный Село;8c3f53a0-7acd-471c-b2d5-3dc36ce948d8;1;1
1595;Республика Саха (Якутия);Ленский Улус;Мурбайский наслег;Нюя Северная Село;99fe5b49-f37c-42b3-a990-8bcb1019db98;1;1
1596;Республика Саха (Якутия);Ленский Улус;Наторинский наслег;Натора Село;ee9a8878-a9a5-4b57-9447-01ca48d906a0;1;1
1597;Республика Саха (Якутия);Ленский Улус;Нюйский наслег;Нюя Село;db3fb3c6-9c51-4151-9dbe-93bae537b467;1;1
1598;Республика Саха (Якутия);Ленский Улус;Нюйский наслег;Турукта Село;19da73a8-90f0-4bd6-a9f7-f5df61e44f03;1;1
1599;Республика Саха (Якутия);Ленский Улус;Орто-Нахаринский наслег;Орто-Нахара Село;51f04c26-f6fb-47f5-97d1-ee49ae6799a4;1;1
1600;Республика Саха (Якутия);Ленский Улус;Орто-Нахаринский наслег;Чамча Село;82f27bbb-9b01-4fb6-869e-821d47aadd4f;1;1
1601;Республика Саха (Якутия);Ленский Улус;поселок Витим;Витим Поселок;535fff6a-382f-4754-83e6-61bb62323af2;1;1
1602;Республика Саха (Якутия);Ленский Улус;поселок Пеледуй;Пеледуй Поселок;7a292e63-f840-42a1-8ffe-82d60ac3d960;1;2
1603;Республика Саха (Якутия);Ленский Улус;Салдыкельский наслег;Батамай Село;ba758bcb-423e-4ce7-a982-6f06262d6743;1;1
1604;Республика Саха (Якутия);Ленский Улус;Салдыкельский наслег;Мурья Село;747fbea1-f7e9-4876-b7cd-b63819a2e3f5;1;1
1605;Республика Саха (Якутия);Ленский Улус;Ярославский наслег;Хамра Село;d5508520-da36-4e37-a8b8-37670d6daf43;1;1
1606;Республика Саха (Якутия);Ленский Улус;Ярославский наслег;Ярославский Село;d0cbe874-b42e-431f-947a-c7daf56f61fb;1;1
1607;Республика Саха (Якутия);Мегино-Кангаласский Улус;;Бедеме Село;7b3a4322-f595-47f0-a426-02e3ab0909c8;1;1
1608;Республика Саха (Якутия);Мегино-Кангаласский Улус;;Беке Село;0d372598-9eaa-45aa-b5fb-0c9d1b0be9d8;1;1
1609;Республика Саха (Якутия);Мегино-Кангаласский Улус;;Елечей Село;f7ed11eb-d15c-47ff-8627-e026318d95f3;1;1
1610;Республика Саха (Якутия);Мегино-Кангаласский Улус;Батаринский наслег;Сымах Село;7b777c47-5291-4691-bc83-0933c6482c7a;1;1
1611;Республика Саха (Якутия);Мегино-Кангаласский Улус;Бютейдяхский наслег;Бютейдях Село;a3f0f724-e813-4a65-8212-30f08178f5f4;1;1
1612;Республика Саха (Якутия);Мегино-Кангаласский Улус;Доллунский наслег;Тумул Село;f4b2602d-620d-4613-9c00-9e4ce81dd7c5;1;1
1613;Республика Саха (Якутия);Мегино-Кангаласский Улус;Жабыльский наслег;Нуорагана Село;19bc4fe3-649f-429b-a392-4b2752b7d3c8;1;1
1614;Республика Саха (Якутия);Мегино-Кангаласский Улус;Жанхадинский наслег;Тектюр Село;4a466a3b-87f0-4b6d-9958-4dacc85babc7;1;1
1615;Республика Саха (Якутия);Мегино-Кангаласский Улус;Мегинский наслег;Балыктах Село;3fc46f01-d4bc-4719-b57f-f3244fa5d91b;1;1
1616;Республика Саха (Якутия);Мегино-Кангаласский Улус;Мегюрёнский наслег;Матта Село;a37a3b86-b824-4ef2-aa78-f6af299c5f87;1;1
1617;Республика Саха (Якутия);Мегино-Кангаласский Улус;Мелдехсинский наслег;Суола (Мельжехсинский наслег) Село;710a825c-4795-4c95-971a-e4f71ff07787;1;1
1618;Республика Саха (Якутия);Мегино-Кангаласский Улус;Морукский наслег;Суола (Морукский наслег) Село;7de9f855-1308-46f9-ac30-36d2d95c60d6;1;1
1619;Республика Саха (Якутия);Мегино-Кангаласский Улус;Нахаринский 1-й наслег;Телиги Село;9a5b4ade-47af-48c0-a93f-2407b210fd16;1;1
1620;Республика Саха (Якутия);Мегино-Кангаласский Улус;Нахаринский 2-й наслег;Хочо Село;025102f2-4158-4e79-90a6-42bf097a3740;1;1
1621;Республика Саха (Якутия);Мегино-Кангаласский Улус;Нерюктяйинский наслег;Павловск Село;cd59b74a-d668-4249-983c-2060a4d35595;1;2
1622;Республика Саха (Якутия);Мегино-Кангаласский Улус;Нерюктяйинский наслег;Хомустах Село;7d673672-9936-4f15-ba44-5be732140cc9;1;0
1623;Республика Саха (Якутия);Мегино-Кангаласский Улус;поселок Нижний Бестях;Нижний Бестях Поселок;343b54fe-b0f4-4d0e-982a-a52c3b98ee82;4;4
1624;Республика Саха (Якутия);Мегино-Кангаласский Улус;Рассолодинский наслег;Рассолода Село;8ecef25b-ed3f-4f48-b7ec-3ab7b2776f98;1;1
1625;Республика Саха (Якутия);Мегино-Кангаласский Улус;село Майя;Майя Село;6fd0bb4c-6436-4feb-9375-747e613fea63;1;1
